70.61096423189626,83.31695714452098,4985.90826976,6941.71534782,0,
69.12109337211783,74.47128473834387,4777.72554896,5545.97225058,0,
69.12109337211783,74.47128473834387,4777.72554896,5545.97225058,0,
62.29430887900461,68.15791082995004,3880.58091871,4645.5008087,0,
61.470428439608604,66.7740650184089,3778.61357255,4458.77575908,0,
59.93141717813756,64.31061573347246,3591.77476498,4135.85529602,0,
63.9858528021406,67.35887239354187,4094.18935882,4537.21769013,0,
56.770537800810644,65.5515781768279,3222.89396219,4297.00940147,0,
59.53445508054013,68.51455668293657,3544.35134174,4694.24447746,0,
59.778161732937356,67.46674992099574,3573.42862017,4551.7623449,0,
60.90146444701279,65.37813160997247,3708.98837179,4274.30009281,0,
72.35613624546379,63.51506872107646,5235.41045237,4034.16395464,0,
69.73708293277299,63.2895283749927,4863.26073597,4005.56440193,0,
70.22785751537215,65.43766368976262,4931.9519712,4282.08782917,0,
63.55081475095048,70.21363208017505,4038.70605551,4929.95412989,0,
65.74481071785658,61.94999811987342,4322.38013633,3837.80226705,0,
65.10245651490588,69.93429510257657,4238.32984428,4890.80563149,0,
65.02169788568158,70.96344990688256,4227.82119594,5035.81122269,0,
63.35872388406109,73.0501073625772,4014.32789222,5336.31818568,0,
64.81138007069443,72.68263879147364,4200.51498667,5282.76598169,0,
60.65240443569944,73.33012616507062,3678.71416383,5377.30740339,0,
60.622172344026005,71.71729823995332,3675.04777971,5143.37086684,0,
61.27789702941384,68.31836486875503,3754.98066435,4667.39897834,0,
61.994161866400084,67.48453052619338,3843.27610552,4554.16186034,0,
61.326853510565,65.29955258586821,3760.98296151,4264.03156791,0,
59.491078770019314,66.83037307680407,3539.18845322,4466.29876558,0,
61.32487543818338,65.10357800323412,3760.74034751,4238.47586882,0,
62.18670094897358,65.3723131560072,3867.18577492,4273.53932737,0,
58.917005403076544,77.42055589639824,3471.21352567,5993.94247531,0,
63.55081475095048,75.18058224820997,4038.70605551,5652.11994718,0,
64.33997450837532,69.56419094263616,4139.63231974,4839.1766615,0,
63.885363609167754,66.67187893193966,4081.33968348,4445.13944032,0,
64.1280826683149,68.12539618711328,4112.41098671,4641.06960565,0,
64.106353005772,72.39536666333599,4109.6244957,5241.08911432,0,
66.4433326104038,69.61235888380051,4414.71644838,4845.88050937,0,
66.15932963339523,70.41928833890289,4377.05689754,4958.87617016,0,
61.056076599398445,69.92959274577365,3727.84448971,4890.14794159,0,
66.09956205853231,69.61235888380051,4369.15210433,4845.88050937,0,
